TpsAltruisticFromLsfGain + IndividualEstimated_INR + -10.0,TpsRandomic + IndividualEstimated_INR + -10.0,TpsAltruisticFromLsfGain + IndividualEstimated_INR + -12.5,TpsRandomic + IndividualEstimated_INR + -12.5,TpsAltruisticFromLsfGain + IndividualEstimated_INR + -15.0,TpsRandomic + IndividualEstimated_INR + -15.0,TpsAltruisticFromLsfGain + CumulativeIndividualEstimated_INR + -10.0,TpsRandomic + CumulativeIndividualEstimated_INR + -10.0,TpsAltruisticFromLsfGain + CumulativeIndividualEstimated_INR + -12.5,TpsRandomic + CumulativeIndividualEstimated_INR + -12.5,TpsAltruisticFromLsfGain + CumulativeIndividualEstimated_INR + -15.0,TpsRandomic + CumulativeIndividualEstimated_INR + -15.0
"[7.72748523e-06 1.29361338e-06 5.95496578e-04 8.33285464e-03
 7.59118074e-03 5.56588416e-05 5.36698257e-03 7.30145970e-03
 2.96067819e-05 1.96364985e-05 0.00000000e+00 8.35248324e-03
 4.62606009e-03 2.21730282e-03 1.72436832e-03]","[8.47994427e-05 1.50859558e-06 3.67524567e-03 8.42471594e-03
 3.74027373e-04 8.47979761e-03 6.02612117e-04 2.87391078e-03
 4.56797954e-05 6.31282334e-06 0.00000000e+00 8.14713152e-03
 4.94801638e-03 2.41919986e-03 1.91052628e-04]","[3.06798858e-06 3.49353735e-07 5.09900865e-03 8.47130459e-03
 6.47351026e-03 5.85684758e-04 4.19432099e-03 4.85458093e-03
 6.51446803e-05 2.92879944e-05 0.00000000e+00 8.12182657e-03
 2.07084378e-03 7.44719558e-03 4.54885324e-03]","[1.38493397e-05 1.65349271e-03 8.28908911e-03 0.00000000e+00
 6.87920089e-03 8.60085799e-03 1.74346260e-03 4.00427561e-03
 1.14332374e-03 3.69262443e-03 0.00000000e+00 1.17451289e-02
 1.18730765e-02 8.30290119e-03 0.00000000e+00]","[8.77038280e-05 1.31993632e-03 4.39625956e-03 9.88540597e-03
 7.81061751e-03 3.97269906e-03 5.14966577e-03 9.80568657e-03
 2.28658471e-05 2.60473933e-04 0.00000000e+00 0.00000000e+00
 9.23071011e-03 8.81889719e-03 9.78431276e-03]","[0.00474533 0.01880183 0.         0.         0.0179755  0.02118099
 0.02105759 0.         0.00182795 0.0213996  0.         0.
 0.02207964 0.0116318  0.        ]","[4.45370078e-06 3.15015382e-06 2.24644117e-03 8.18650893e-03
 4.96390052e-03 2.93720908e-05 1.03262728e-03 1.19737484e-03
 5.97069837e-05 6.07964973e-06 0.00000000e+00 8.23922795e-03
 6.32907005e-03 5.33453775e-03 1.02691955e-03]","[0.01351388 0.01231894 0.         0.         0.01348295 0.01499212
 0.00340254 0.00895739 0.00076335 0.01642998 0.         0.
 0.01731354 0.01386558 0.        ]","[0.00094422 0.00096377 0.00274549 0.00985951 0.00900133 0.00024536
 0.00237527 0.00801311 0.00029879 0.00028696 0.         0.
 0.00991543 0.00840135 0.00957841]","[0.00128569 0.00080767 0.         0.02233746 0.01055271 0.01028566
 0.01893107 0.         0.02213199 0.         0.         0.
 0.02145748 0.01889065 0.        ]","[5.48613293e-05 2.45392478e-04 7.89023904e-03 1.18321262e-02
 1.17312858e-02 3.80317692e-03 8.57047439e-03 1.02940018e-02
 6.99183465e-06 1.18008108e-02 0.00000000e+00 0.00000000e+00
 1.10771833e-02 5.91184099e-03 0.00000000e+00]","[0.00959052 0.01907689 0.01607756 0.02888041 0.02376906 0.
 0.00735913 0.         0.         0.         0.         0.
 0.02570227 0.02625859 0.        ]"
"[2.56624170e-04 4.17320129e-03 1.05696256e-06 4.81042850e-06
 7.26129376e-03 4.34105791e-05 1.19129846e-05 9.22726169e-04
 6.49324794e-03 1.85973143e-03 1.47462307e-03 6.07784914e-04
 2.39528550e-03 7.30911417e-03 1.00207601e-03]","[0.00037515 0.00032042 0.0005303  0.00867267 0.00886033 0.0003849
 0.00074238 0.00961449 0.00977055 0.         0.00863407 0.00501853
 0.00728938 0.00998186 0.        ]","[3.09366762e-04 2.85311579e-03 4.93810737e-06 1.01116588e-05
 6.90046677e-03 1.06763137e-04 2.90071748e-05 2.26203947e-03
 7.01833668e-03 3.70723617e-03 1.71704040e-03 3.06455344e-04
 5.09222989e-03 7.32631674e-03 1.96142884e-04]","[0.00665654 0.017423   0.00127444 0.         0.01852668 0.
 0.         0.         0.02027228 0.0038752  0.         0.01863568
 0.02003579 0.02234508 0.        ]","[3.16877264e-03 1.12476839e-04 1.98111452e-08 1.99703856e-03
 8.39496366e-03 4.30310923e-04 1.58956013e-04 2.00398616e-03
 8.36055441e-03 0.00000000e+00 7.29765488e-03 5.58238118e-04
 5.05125619e-03 8.38737388e-03 9.90509707e-04]","[0.00012528 0.0060845  0.00138258 0.0117575  0.0116855  0.
 0.01183835 0.         0.010455   0.         0.00921913 0.00805654
 0.00823982 0.01186878 0.005066  ]","[7.32188053e-04 2.28582144e-05 4.84711811e-08 2.84019207e-03
 8.35414245e-03 3.47611748e-04 1.85467800e-03 2.83455201e-03
 8.03864734e-03 0.00000000e+00 4.73686861e-03 9.37612847e-05
 1.93144761e-03 8.46032516e-03 1.50700751e-03]","[0.01102171 0.         0.01411082 0.         0.01672506 0.
 0.         0.02291381 0.03119005 0.         0.         0.00299451
 0.         0.03949009 0.        ]","[5.72220101e-04 1.39483065e-04 1.01838383e-08 7.65143558e-03
 8.31881359e-03 1.03874394e-03 9.95552864e-04 3.40800016e-03
 7.29167003e-03 0.00000000e+00 2.62572646e-03 7.19855360e-05
 5.48909961e-03 8.27330594e-03 6.74635213e-03]","[0.02010393 0.01971185 0.02592585 0.         0.01886684 0.
 0.01179159 0.         0.         0.         0.00946307 0.02497857
 0.         0.02914625 0.        ]","[1.42337458e-03 2.05059349e-05 2.73047408e-04 7.36350156e-03
 1.10073870e-02 0.00000000e+00 3.31779210e-03 4.37668891e-03
 1.16022363e-02 0.00000000e+00 6.84217601e-03 3.62771549e-03
 7.29069403e-03 1.14900959e-02 0.00000000e+00]","[0.03916741 0.         0.00138708 0.         0.02764187 0.
 0.         0.         0.         0.         0.         0.
 0.05992856 0.08622436 0.        ]"
"[1.70723703e-04 4.05016677e-06 5.38336146e-03 5.32876284e-03
 8.92875624e-04 7.33680229e-03 3.53784602e-03 7.33339724e-03
 7.04213217e-03 2.07066422e-03 6.05931433e-06 8.18877985e-05
 4.55205737e-03 1.62177989e-03 3.60051884e-04]","[1.02837146e-02 6.10529572e-05 4.32245702e-03 1.12684826e-02
 5.34640632e-04 1.18240025e-02 3.92105004e-03 3.72595172e-03
 0.00000000e+00 1.11510074e-02 0.00000000e+00 6.94584653e-03
 2.51393019e-05 0.00000000e+00 7.22774405e-03]","[1.00466286e-03 5.31034409e-06 7.07756835e-04 4.02967794e-03
 5.08148605e-04 7.33797664e-03 4.94410687e-03 7.33864754e-03
 6.39291867e-03 1.35615902e-03 4.01625308e-05 1.07014527e-04
 4.37267075e-04 8.46446594e-04 1.97865317e-04]","[0.00440736 0.00105989 0.         0.014447   0.         0.01766644
 0.01765195 0.01026742 0.01764523 0.         0.         0.00588074
 0.0156901  0.01295394 0.        ]","[1.80169973e-03 6.76553887e-06 6.70782778e-04 3.59556487e-03
 1.28099026e-03 7.33887775e-03 6.28764299e-03 7.31752396e-03
 4.93537063e-03 3.31461377e-03 8.19150150e-05 1.35820269e-04
 4.13544609e-04 6.84401020e-04 5.35797845e-04]","[0.02047914 0.         0.00362279 0.01987071 0.         0.01690056
 0.         0.02209306 0.         0.         0.0104989  0.02222306
 0.00832104 0.         0.01097523]","[5.97100776e-04 6.45779624e-06 1.33011599e-04 5.12542990e-03
 3.64468233e-04 7.04163062e-03 2.62657760e-03 7.22989749e-03
 5.39929823e-03 3.65413005e-03 2.24816127e-05 1.29742314e-04
 7.95446767e-05 1.45749139e-03 1.40118717e-04]","[0.00504583 0.         0.         0.02033712 0.         0.02837298
 0.         0.02911428 0.         0.02419617 0.         0.01882315
 0.         0.00871514 0.02057806]","[1.38197081e-04 1.64620304e-04 1.79592183e-04 7.36008939e-03
 8.29463960e-04 8.49296390e-03 5.83555822e-03 8.49437747e-03
 0.00000000e+00 2.00428050e-03 1.16929428e-03 2.10082250e-06
 1.99068103e-03 4.64122944e-03 1.50816935e-03]","[0.02423143 0.         0.         0.02859879 0.01499502 0.02658248
 0.         0.02905034 0.         0.         0.         0.01100488
 0.         0.00714998 0.00616977]","[8.11333859e-06 0.00000000e+00 0.00000000e+00 9.80479145e-03
 2.72038996e-03 1.17902815e-02 1.06102771e-02 1.17970841e-02
 0.00000000e+00 1.10711610e-02 1.43981380e-03 2.15952357e-03
 2.95822676e-03 7.23831442e-03 2.04128054e-03]","[0.02778409 0.         0.         0.01455588 0.         0.03515193
 0.01131941 0.         0.         0.         0.         0.01709333
 0.         0.         0.02104507]"
"[6.99011229e-03 3.73860344e-06 4.19679725e-05 1.96132064e-06
 2.48333458e-05 6.83146886e-03 8.10266557e-04 6.82103789e-03
 7.33865121e-03 8.08489957e-05 1.38963941e-05 3.27850012e-03
 5.77949984e-03 3.90155137e-03 5.32365734e-03]","[0.01173693 0.00116174 0.00164444 0.00251389 0.00052104 0.
 0.         0.01180105 0.01186532 0.00838716 0.00401464 0.00319924
 0.0104792  0.         0.00208865]","[8.50627024e-03 1.97220119e-07 8.87620422e-05 3.43868435e-05
 6.01549088e-05 8.17015193e-03 0.00000000e+00 8.27633018e-03
 8.48320751e-03 1.20838100e-03 6.90164708e-03 4.81184055e-04
 8.06140966e-03 3.16828815e-03 7.45989969e-03]","[0.01184993 0.00250191 0.         0.01072101 0.01176199 0.
 0.         0.01132489 0.01185936 0.00416137 0.00760219 0.00922659
 0.0117113  0.01124245 0.00741943]","[8.43150550e-03 2.69811952e-07 1.03520262e-04 1.22710813e-05
 1.26117849e-05 8.19795952e-03 0.00000000e+00 8.08718540e-03
 8.50770181e-03 5.39264335e-03 2.19592110e-03 3.29213217e-05
 8.17775337e-03 3.48332215e-03 6.09687130e-03]","[0.         0.00019115 0.         0.0170008  0.01738962 0.
 0.         0.00932259 0.01768953 0.00773341 0.01487476 0.01744829
 0.         0.01743264 0.01449111]","[8.28986210e-03 5.75773047e-08 1.87610751e-04 9.48986054e-06
 2.38840131e-05 7.23604944e-03 0.00000000e+00 7.62915686e-03
 8.50204143e-03 8.59168150e-04 1.87673568e-03 1.17116214e-05
 7.14500050e-03 4.75893980e-03 5.62830105e-03]","[0.02207744 0.01952842 0.         0.00636975 0.02202536 0.01980394
 0.         0.0076032  0.02231418 0.01785994 0.01632753 0.
 0.         0.         0.        ]","[9.89487124e-03 7.81849208e-08 1.06822263e-03 4.00632408e-04
 3.33030399e-05 9.61623096e-03 0.00000000e+00 9.89842032e-03
 9.96437684e-03 4.22973043e-03 6.27739428e-03 5.14126002e-05
 0.00000000e+00 7.07001076e-03 8.97358084e-03]","[0.         0.02052312 0.         0.         0.02700133 0.
 0.         0.02904402 0.02879754 0.01310124 0.010484   0.01179545
 0.         0.         0.02834621]","[0.0140073  0.00039975 0.00437245 0.00194125 0.00334414 0.
 0.         0.01408129 0.01432361 0.01311498 0.01235269 0.01046939
 0.         0.         0.00148099]","[0.0388006  0.         0.         0.01139934 0.02142291 0.
 0.         0.         0.03945679 0.03823418 0.03892208 0.
 0.         0.         0.02601407]"
"[4.02445621e-04 4.74064391e-07 5.26151492e-03 1.43334813e-03
 2.45987878e-03 2.42664468e-03 1.51310303e-05 1.30765117e-05
 5.22557920e-03 1.39788937e-03 3.15825042e-03 6.97688664e-03
 2.10242896e-03 8.80821128e-04 7.29567029e-03]","[0.         0.00145298 0.00647222 0.01225243 0.00801899 0.01292876
 0.00974484 0.         0.01418206 0.         0.01383198 0.01386078
 0.00880125 0.         0.01106409]","[3.76374850e-05 6.32221684e-05 0.00000000e+00 1.96999520e-03
 4.83692793e-04 1.60250246e-03 7.09042320e-05 2.00231792e-04
 1.95766225e-03 2.45296965e-03 7.93144043e-03 7.22972198e-03
 2.39673420e-03 6.80313473e-04 7.92909834e-03]","[0.02130932 0.00256714 0.         0.         0.02167059 0.
 0.01062868 0.         0.02043502 0.         0.         0.0217447
 0.00240778 0.01915496 0.02154328]","[3.07293164e-05 7.03516639e-05 0.00000000e+00 1.62575711e-03
 6.95615799e-04 5.38164247e-03 3.58270643e-04 3.97319557e-04
 2.48159152e-03 1.99767617e-03 6.91673243e-03 6.99192864e-03
 2.58642668e-03 5.42740192e-04 8.10830902e-03]","[0.02827075 0.         0.         0.02168017 0.02844615 0.0209497
 0.01166319 0.         0.00414548 0.         0.         0.02843301
 0.         0.         0.0243116 ]","[5.50961923e-05 1.50531879e-03 0.00000000e+00 4.17298545e-03
 5.82157327e-04 2.24240521e-03 1.15838104e-04 6.51273146e-04
 1.34870306e-03 3.59698360e-03 7.55399358e-03 7.59369892e-03
 7.81687784e-03 1.84866037e-03 8.02760109e-03]","[0.         0.         0.         0.         0.02993763 0.01986428
 0.00581316 0.         0.         0.02495849 0.         0.03817204
 0.02137281 0.         0.03870352]","[0.00123453 0.00047762 0.         0.0033204  0.00736869 0.00952889
 0.00029135 0.00106709 0.0023885  0.00809557 0.00983521 0.00909687
 0.00784265 0.         0.00971529]","[0.         0.         0.         0.03701828 0.         0.
 0.01792195 0.01264125 0.         0.         0.02919861 0.03942874
 0.01593052 0.         0.0389691 ]","[0.01391297 0.         0.         0.00904112 0.00979186 0.01137704
 0.00616821 0.         0.00757621 0.00534238 0.01356412 0.01370556
 0.01177394 0.         0.01418889]","[0.         0.         0.         0.04456573 0.         0.
 0.04756029 0.         0.         0.         0.         0.02598711
 0.01862489 0.         0.07981937]"
"[5.61555398e-05 3.67705237e-03 6.98772485e-06 2.89098651e-04
 7.34119578e-03 3.88945051e-03 1.91253711e-04 1.21351763e-04
 7.90020441e-04 6.76982851e-03 7.31914033e-03 5.41813236e-03
 2.52637273e-04 2.38278469e-04 1.71606876e-05]","[0.00014334 0.0018805  0.00512458 0.00466538 0.01187378 0.
 0.         0.0055839  0.00948093 0.0087832  0.0118602  0.
 0.0040081  0.01022654 0.00505964]","[2.29336545e-05 1.67186109e-04 6.69505316e-06 5.98719573e-04
 7.33283413e-03 2.34372359e-03 6.54825883e-04 1.07945153e-04
 7.57126963e-04 4.61972277e-03 7.28606028e-03 4.50743234e-04
 2.42387620e-04 4.97309120e-04 1.46491779e-06]","[0.00947305 0.01219658 0.01100058 0.00221645 0.01434913 0.
 0.         0.0013535  0.01358734 0.01435419 0.01434157 0.
 0.         0.01432924 0.01294658]","[1.17487351e-03 9.95045429e-04 2.79402713e-04 3.50113259e-03
 8.50843792e-03 0.00000000e+00 5.54937658e-03 8.37151859e-05
 1.34781720e-03 7.15317822e-03 8.48262961e-03 5.67275723e-04
 2.02675624e-04 2.03656862e-03 1.28095995e-03]","[0.00798394 0.00592957 0.00061324 0.01136632 0.         0.
 0.00610161 0.00135245 0.         0.01103561 0.01184238 0.00574109
 0.00238264 0.01160374 0.01170205]","[8.32981496e-06 5.39829830e-04 3.65575424e-05 2.43227374e-03
 7.34019890e-03 6.36169850e-03 1.78660707e-03 2.66042621e-05
 4.32925751e-03 4.82208090e-03 7.18976041e-03 1.33758804e-03
 1.15773762e-03 2.11787478e-03 7.53951730e-06]","[0.01976986 0.00339138 0.01645582 0.00809221 0.         0.
 0.         0.01575696 0.         0.0139437  0.02171212 0.
 0.         0.02225389 0.0140992 ]","[3.40739837e-03 1.38626053e-04 2.46351909e-05 5.96963776e-03
 8.50554925e-03 0.00000000e+00 8.01261870e-03 2.01340082e-04
 6.62818261e-03 6.46239615e-03 8.48948222e-03 1.95249169e-03
 2.58868275e-05 2.22958501e-04 3.17657133e-03]","[0.00832671 0.01359021 0.00941643 0.01123411 0.0143528  0.
 0.         0.0109432  0.01272649 0.01353409 0.01425792 0.
 0.         0.01042504 0.00267423]","[1.20127321e-03 2.26094392e-04 5.12211634e-04 2.09982210e-03
 8.50995022e-03 0.00000000e+00 1.38307859e-03 3.48752021e-05
 9.32730269e-04 2.47600066e-03 8.47613061e-03 5.81097857e-04
 4.25833637e-05 3.16971714e-03 6.52536169e-04]","[0.01311981 0.00404264 0.00315892 0.01302661 0.         0.
 0.         0.00782912 0.         0.01283129 0.01434417 0.01371591
 0.00968408 0.0068457  0.01178676]"
"[7.34038820e-03 5.34487260e-03 2.88718597e-05 3.42893347e-06
 6.98445725e-03 1.43747665e-03 2.29257702e-04 7.34178907e-03
 6.61924176e-03 2.18045312e-03 1.49931472e-03 6.84267601e-03
 6.12874893e-03 1.12014904e-03 5.78250693e-03]","[0.01615935 0.         0.         0.0050754  0.01311087 0.
 0.01429588 0.01760336 0.0171944  0.01741711 0.         0.01659383
 0.01738536 0.         0.01248309]","[8.49874537e-03 0.00000000e+00 1.70133781e-04 1.47731556e-05
 6.01383147e-03 3.46193237e-03 7.42048908e-04 8.50673785e-03
 6.44654849e-03 1.75287000e-03 3.43454342e-03 3.09523390e-03
 8.11387452e-03 2.48403031e-03 2.84593832e-03]","[0.01142006 0.         0.         0.00314229 0.00693601 0.00676515
 0.         0.0176488  0.0131072  0.01747853 0.01683462 0.01583478
 0.01630601 0.         0.        ]","[1.17724162e-02 0.00000000e+00 0.00000000e+00 5.23356676e-06
 1.16360985e-02 8.99936338e-03 0.00000000e+00 1.18723804e-02
 1.13328448e-02 1.14260754e-02 9.88913125e-03 9.81123458e-03
 1.18059512e-02 3.51778644e-06 9.15668018e-03]","[0.         0.         0.         0.00192533 0.02861319 0.00685988
 0.         0.02906875 0.02860867 0.         0.         0.02643452
 0.02878576 0.02522713 0.        ]","[9.92325715e-03 0.00000000e+00 3.29823050e-03 1.62026172e-06
 9.88378785e-03 1.37553504e-03 0.00000000e+00 9.98205992e-03
 9.25614779e-03 3.01018510e-03 6.44408772e-03 5.79475549e-03
 4.76319623e-03 3.35432248e-03 6.29750509e-03]","[0.01539366 0.         0.         0.0021     0.00946255 0.
 0.         0.02228164 0.01521733 0.01105142 0.         0.01666355
 0.02233298 0.00545645 0.        ]","[1.18375672e-02 0.00000000e+00 0.00000000e+00 3.16825426e-06
 1.16026617e-02 4.04482968e-03 0.00000000e+00 1.18713581e-02
 1.11424969e-02 4.89450992e-03 1.15626958e-02 1.15337806e-02
 1.14931258e-02 9.84023328e-06 7.96752518e-03]","[0.         0.         0.         0.0079541  0.01582579 0.00985423
 0.         0.02912875 0.02664589 0.01867625 0.         0.02565408
 0.0213001  0.         0.        ]","[1.42882882e-02 0.00000000e+00 0.00000000e+00 4.51856006e-04
 1.36082071e-02 1.08726336e-02 0.00000000e+00 1.43480260e-02
 1.39065581e-02 1.19911386e-02 1.02948884e-02 1.40496468e-02
 1.37343113e-02 1.11898793e-05 0.00000000e+00]","[0.0395044  0.         0.         0.03211869 0.0131898  0.01627183
 0.         0.03943669 0.         0.         0.         0.0342191
 0.03881668 0.         0.        ]"
"[1.96816299e-03 6.75357065e-03 3.99389401e-03 5.80535518e-03
 4.86258530e-05 5.66395079e-03 4.84044195e-04 6.34084648e-03
 6.73933895e-03 7.33634735e-03 2.34264802e-03 2.60479019e-03
 1.77648591e-03 7.37059215e-04 3.17175948e-03]","[0.00997718 0.00995088 0.00617812 0.00618141 0.00901654 0.00656394
 0.00502112 0.00937154 0.00595937 0.00037585 0.00060702 0.00528419
 0.         0.00051785 0.        ]","[0.00637886 0.00649397 0.00524339 0.00455424 0.00046923 0.00648795
 0.00530314 0.00649546 0.00428066 0.00733593 0.006567   0.00197058
 0.0029418  0.00033798 0.00650658]","[9.98374780e-03 1.20468712e-03 0.00000000e+00 4.66888809e-03
 2.14745702e-03 1.60724726e-03 4.37203015e-03 8.71229975e-03
 8.77997959e-03 1.85885648e-04 9.95338652e-03 5.38468842e-05
 9.43744375e-03 6.50810281e-03 0.00000000e+00]","[5.06135931e-03 7.33860466e-03 0.00000000e+00 5.41865411e-03
 2.99961146e-04 7.81862133e-03 3.28083243e-03 7.96346267e-03
 7.02239724e-03 8.45916111e-03 7.81423689e-03 4.72846599e-05
 5.49545821e-03 7.14121416e-04 7.70304687e-03]","[0.         0.01597748 0.         0.01726544 0.00508782 0.01687773
 0.01521409 0.01738341 0.01618424 0.         0.01728931 0.01179696
 0.         0.01561607 0.        ]","[2.01119265e-04 3.79239736e-03 4.21377687e-03 7.12388237e-03
 8.87327874e-05 2.70200315e-03 3.10779478e-04 6.70469479e-03
 6.32366394e-03 7.27460870e-03 2.55361606e-04 3.57492329e-04
 1.94520760e-03 3.60524684e-03 4.27718215e-03]","[0.02015548 0.01525095 0.         0.         0.         0.
 0.00443535 0.         0.02906369 0.         0.0286235  0.01607047
 0.         0.02599289 0.01928084]","[0.00764982 0.00366709 0.         0.00577583 0.0001397  0.00677674
 0.00824324 0.00816038 0.00758799 0.00846935 0.00832138 0.00027834
 0.00153739 0.00084601 0.00692129]","[0.         0.         0.         0.02587512 0.0014051  0.
 0.02362318 0.02772647 0.         0.02338362 0.02672899 0.01525105
 0.         0.02307682 0.        ]","[0.00841651 0.00783917 0.         0.         0.00075198 0.00948338
 0.00272571 0.00932691 0.00813436 0.00991387 0.00949433 0.00880762
 0.00035701 0.00202538 0.00973338]","[0.         0.05323898 0.         0.         0.         0.
 0.04855197 0.05403325 0.         0.         0.03686769 0.02504961
 0.         0.05016975 0.        ]"
"[2.54104965e-03 8.04235299e-03 7.30131228e-03 8.50235279e-03
 8.33884051e-03 1.85467621e-03 3.17746477e-03 5.54507004e-03
 0.00000000e+00 6.99826486e-03 8.49012520e-03 7.54189806e-04
 1.22469915e-05 7.17591942e-03 8.17088259e-06]","[0.00429028 0.01151788 0.01393378 0.0138922  0.0022107  0.
 0.         0.00396222 0.         0.00879316 0.01433029 0.00989384
 0.01273507 0.         0.01030988]","[4.90566404e-03 6.25113708e-03 8.83885504e-03 9.94757430e-03
 8.07514417e-03 0.00000000e+00 3.16916825e-04 8.82205048e-03
 0.00000000e+00 3.96000723e-03 9.97124965e-03 4.89336482e-04
 5.99877220e-05 9.31609973e-03 8.20551572e-04]","[0.00038184 0.010302   0.01420008 0.01379996 0.0086095  0.
 0.         0.01246513 0.         0.00938219 0.01430872 0.01229942
 0.01386423 0.         0.00576816]","[2.98032778e-03 4.55795221e-03 9.15849321e-03 1.18565556e-02
 7.39138312e-03 0.00000000e+00 2.28712933e-03 1.03335451e-02
 0.00000000e+00 1.07214734e-02 1.18035124e-02 8.32237420e-03
 3.97334734e-05 1.00837089e-02 0.00000000e+00]","[0.00297931 0.         0.01698497 0.01768565 0.00703491 0.
 0.01527529 0.01149842 0.         0.         0.01737073 0.01769041
 0.00696617 0.01723312 0.        ]","[1.24169907e-03 8.76290308e-03 9.58491308e-03 9.97974041e-03
 8.66659711e-03 0.00000000e+00 8.83616598e-03 5.53023334e-03
 0.00000000e+00 8.97848391e-03 9.96725325e-03 2.23480308e-03
 8.86547279e-06 9.81977347e-03 2.17540858e-03]","[0.00797823 0.         0.02113351 0.02904011 0.01749164 0.
 0.         0.         0.         0.         0.02594785 0.00899604
 0.0001685  0.         0.010193  ]","[1.85624911e-03 1.01340279e-02 1.16010426e-02 1.18446839e-02
 1.15294066e-02 0.00000000e+00 1.81014894e-03 5.85451008e-03
 0.00000000e+00 8.91654262e-03 1.18696786e-02 2.58388902e-03
 2.20041991e-05 1.16527759e-02 0.00000000e+00]","[0.00552771 0.01651466 0.         0.         0.00951286 0.
 0.00817093 0.00885324 0.         0.01551276 0.01750381 0.01030211
 0.00681133 0.01707546 0.        ]","[8.19469471e-05 0.00000000e+00 1.34818572e-02 1.43148718e-02
 1.13131771e-02 0.00000000e+00 9.72093597e-03 9.89502977e-03
 0.00000000e+00 1.41657923e-02 1.43348785e-02 2.49923316e-03
 5.60982394e-03 1.36101319e-02 0.00000000e+00]","[0.00126669 0.         0.0232454  0.02900272 0.00263936 0.
 0.         0.         0.         0.01032645 0.02909376 0.00282018
 0.00074041 0.         0.        ]"
"[5.71575735e-03 4.42117007e-04 2.83307816e-04 2.64687898e-03
 8.88427034e-04 7.22418617e-03 2.08264438e-03 4.33737048e-03
 6.29736563e-04 5.11728018e-06 7.28978152e-03 4.83831453e-03
 1.06981523e-04 2.41418295e-06 4.83604828e-04]","[0.00784478 0.00590921 0.00300574 0.00299172 0.         0.0061191
 0.00770365 0.         0.00105594 0.00969885 0.00972713 0.00519244
 0.00035967 0.00020185 0.00681273]","[2.40118416e-04 1.20451597e-04 6.38093905e-03 1.07868119e-03
 3.62604289e-03 5.33239584e-03 3.66721935e-03 4.86904855e-03
 4.08929863e-04 2.37168006e-05 4.20914466e-03 2.45713728e-03
 5.21135744e-03 7.37590456e-07 2.44671642e-03]","[1.18023226e-02 5.11379983e-03 1.14244744e-02 7.97483588e-03
 4.68246257e-03 1.14802893e-02 1.10490273e-02 0.00000000e+00
 3.67368040e-03 1.75803844e-03 0.00000000e+00 1.59847347e-03
 0.00000000e+00 4.59728314e-07 8.61218294e-03]","[3.57519071e-04 1.68166304e-05 1.92498166e-04 1.89887738e-03
 3.15767309e-04 3.30610864e-03 3.86665355e-03 3.45160006e-03
 2.99830567e-04 8.65677413e-06 4.92213868e-03 4.75427211e-04
 7.21130616e-05 1.49418883e-06 1.65205109e-04]","[0.01108384 0.00812502 0.00073967 0.01048987 0.         0.01008367
 0.01073646 0.         0.00078539 0.00032873 0.         0.00986976
 0.00164929 0.00333693 0.01048761]","[4.65794633e-04 3.14372115e-05 4.94359114e-04 1.50772618e-03
 5.33775572e-04 2.78395086e-03 3.11555101e-03 3.06421127e-03
 7.28592954e-05 4.31389683e-06 5.35328592e-03 8.42855339e-04
 1.90208038e-04 1.10696379e-06 2.83459114e-04]","[0.00000000e+00 2.60251884e-03 7.67583074e-03 1.02826838e-03
 2.44168571e-03 8.55604893e-03 8.25887495e-03 8.88726918e-03
 1.51365970e-04 8.08543294e-03 0.00000000e+00 5.40437413e-03
 1.89555704e-04 4.04693891e-05 5.39298659e-03]","[7.05476452e-04 1.93785030e-04 1.02964160e-04 1.97396362e-03
 1.01448539e-03 5.17218226e-03 2.43648471e-03 6.85071630e-03
 2.30686982e-04 4.11309833e-05 5.93657175e-03 3.30251527e-03
 3.82712779e-05 1.57493589e-06 5.57188915e-04]","[0.01728498 0.01237931 0.01236424 0.01007313 0.01079289 0.
 0.00974378 0.         0.01022458 0.00610738 0.         0.
 0.00096378 0.         0.01763318]","[3.14816428e-04 1.47782869e-03 2.46800787e-04 5.32882620e-03
 1.12660531e-03 2.24589538e-03 5.24792475e-03 6.34463638e-03
 2.01832158e-04 1.12145927e-04 4.70118616e-03 6.48826087e-03
 9.28919773e-05 1.13222302e-05 6.23746130e-04]","[0.01655414 0.00627215 0.01293013 0.         0.00957793 0.
 0.         0.         0.00576899 0.01605875 0.01743102 0.00398488
 0.         0.01210638 0.01547463]"
