TpsAltruisticFromLsfGain + IndividualEstimated_INR + -10.0,TpsRandomic + IndividualEstimated_INR + -10.0,TpsAltruisticFromLsfGain + IndividualEstimated_INR + -12.5,TpsRandomic + IndividualEstimated_INR + -12.5,TpsAltruisticFromLsfGain + IndividualEstimated_INR + -15.0,TpsRandomic + IndividualEstimated_INR + -15.0,TpsAltruisticFromLsfGain + CumulativeIndividualEstimated_INR + -10.0,TpsRandomic + CumulativeIndividualEstimated_INR + -10.0,TpsAltruisticFromLsfGain + CumulativeIndividualEstimated_INR + -12.5,TpsRandomic + CumulativeIndividualEstimated_INR + -12.5,TpsAltruisticFromLsfGain + CumulativeIndividualEstimated_INR + -15.0,TpsRandomic + CumulativeIndividualEstimated_INR + -15.0
"[0.00298335 0.00143755 0.00721727 0.00202815 0.00012955 0.00343035
 0.00099576 0.00047081 0.0044141  0.00698511 0.00076721 0.00706472
 0.00020522 0.00233601 0.00713007]","[9.46088826e-03 0.00000000e+00 9.41733591e-03 4.88499863e-03
 9.55161285e-03 9.85001743e-03 8.05419777e-04 1.36219225e-03
 8.58120719e-05 8.73106727e-03 0.00000000e+00 2.33836439e-03
 2.41928257e-04 9.73623446e-03 9.78514736e-03]","[1.66568736e-03 2.57679996e-03 7.29247259e-03 2.43955011e-03
 4.42481161e-04 6.41571093e-03 2.45429890e-04 4.93305887e-05
 1.23204607e-03 6.10551609e-03 3.49804321e-04 7.21449902e-03
 5.00729681e-04 2.77719727e-03 7.28136497e-03]","[0.02176771 0.         0.02206779 0.         0.         0.02230213
 0.01687501 0.00095246 0.00565051 0.02179759 0.         0.
 0.02098319 0.02220286 0.        ]","[7.20158431e-03 4.94304239e-04 7.26576864e-03 2.04108910e-03
 1.72820963e-03 4.22125650e-03 9.11549632e-05 7.59415061e-05
 2.88142031e-03 7.01075202e-03 6.58858340e-03 6.48375344e-03
 3.32060489e-04 2.35004350e-03 7.32926577e-03]","[0.01292007 0.00969743 0.01283984 0.01234688 0.         0.
 0.00275499 0.00691533 0.00266465 0.01423994 0.01253129 0.
 0.00375119 0.01152849 0.        ]","[4.64112366e-03 5.30369434e-04 7.28132014e-03 1.33532620e-03
 6.87354968e-05 2.59596911e-03 3.37222577e-03 7.05880977e-04
 3.32031522e-04 7.08902332e-03 1.66353400e-03 6.53948729e-03
 4.13253156e-04 1.56906610e-03 6.94940939e-03]","[0.         0.         0.0141129  0.0093834  0.01410731 0.
 0.01392417 0.00057236 0.00224561 0.01375693 0.01190347 0.
 0.00799521 0.01433894 0.01366744]","[0.0007884  0.00590444 0.0084467  0.00286258 0.00225454 0.00639662
 0.00021813 0.00031492 0.00040829 0.00668139 0.         0.00708535
 0.00064495 0.00369364 0.00821594]","[0.03623987 0.         0.03713766 0.         0.03075948 0.
 0.0334764  0.00399416 0.         0.         0.         0.03933266
 0.         0.03761006 0.        ]","[5.82866136e-03 1.92115861e-03 9.83403034e-03 8.52680076e-03
 5.18891045e-03 9.45194736e-03 7.83889124e-03 2.27571338e-04
 2.89135145e-03 0.00000000e+00 0.00000000e+00 6.32162020e-03
 4.70529748e-05 3.47477582e-03 9.61228868e-03]","[0.         0.         0.03298885 0.         0.         0.05580544
 0.05518628 0.00790139 0.         0.         0.         0.
 0.         0.05592042 0.04233738]"
"[7.20170304e-03 7.32289010e-03 7.32458550e-03 5.00691574e-04
 2.86046872e-04 2.80262756e-03 3.12781039e-03 6.52622331e-03
 3.25006447e-05 9.33591787e-05 1.74057168e-05 5.57581698e-03
 4.30453461e-06 7.22554361e-04 1.32398427e-05]","[0.         0.00687087 0.01426511 0.01421503 0.01403943 0.
 0.0142237  0.0143504  0.01251909 0.01351582 0.00351854 0.
 0.         0.01399534 0.00122108]","[4.97010590e-03 7.30630202e-03 7.33254341e-03 5.03286998e-04
 2.43915722e-05 5.75232754e-04 6.05400201e-03 7.22722222e-03
 2.90073234e-04 2.29925757e-05 7.11984139e-07 4.60772439e-03
 7.94081710e-06 7.26182710e-04 1.09047207e-06]","[0.         0.02236533 0.         0.0221072  0.02011182 0.
 0.         0.02229592 0.00807545 0.01686943 0.00148261 0.
 0.01229709 0.         0.00191946]","[5.13778221e-03 7.34167074e-03 7.32448440e-03 7.00167028e-04
 8.94241855e-05 5.00479597e-04 2.74768559e-03 7.27897158e-03
 5.75834642e-03 6.45152750e-06 7.91994631e-07 7.30513994e-03
 4.27953222e-06 9.97543730e-04 4.03230111e-06]","[0.01693686 0.00866096 0.         0.01351753 0.01766903 0.00548635
 0.         0.         0.01521741 0.01765678 0.00044495 0.
 0.         0.01633345 0.00808722]","[3.93811787e-03 7.32117340e-03 7.34182316e-03 2.46604063e-03
 5.03488713e-04 1.91572857e-03 1.52514784e-03 7.32615451e-03
 6.84013400e-05 2.21286340e-05 3.93132211e-07 5.45739710e-03
 4.62259023e-04 3.15691906e-03 2.40102319e-05]","[0.         0.         0.02236679 0.02234409 0.00221494 0.
 0.         0.         0.009319   0.02183364 0.00915545 0.01840108
 0.         0.02234172 0.00053557]","[0.00000000e+00 9.89632973e-03 0.00000000e+00 4.92669602e-03
 1.04832816e-03 1.80335267e-03 6.57559144e-03 9.97813904e-03
 2.46948426e-03 2.02628195e-03 4.81396568e-04 8.27571786e-03
 2.54366933e-04 6.14549068e-03 3.67631999e-06]","[0.         0.00943169 0.         0.0286811  0.02777271 0.
 0.010045   0.         0.01373302 0.01050002 0.02252538 0.
 0.         0.         0.00080533]","[0.00000000e+00 1.42486839e-02 0.00000000e+00 5.56342500e-03
 5.46167641e-03 6.09448423e-03 6.77011184e-03 0.00000000e+00
 1.21736689e-02 6.03612713e-03 1.57312071e-04 1.40332717e-02
 0.00000000e+00 1.36594450e-02 7.12013476e-08]","[0.         0.         0.         0.00880569 0.00656985 0.
 0.         0.05647593 0.03667234 0.         0.00549302 0.
 0.         0.         0.00195766]"
"[0.00609101 0.00038536 0.00019817 0.00849876 0.0007703  0.00846033
 0.         0.00234689 0.00018205 0.002289   0.00846201 0.00616642
 0.0084974  0.00469826 0.00013486]","[0.0093533  0.01405304 0.         0.01428882 0.01070346 0.01355872
 0.         0.0139879  0.0141505  0.01063062 0.         0.01078039
 0.01433373 0.         0.00027769]","[0.00718981 0.00121082 0.00096414 0.00994576 0.00203021 0.00987371
 0.         0.00830742 0.00311532 0.00103199 0.00665099 0.00738274
 0.0099782  0.         0.0001527 ]","[0.01610673 0.01530545 0.         0.01764845 0.01744287 0.01729845
 0.         0.01712688 0.01747962 0.01562563 0.         0.00894875
 0.         0.         0.01436997]","[5.29746428e-03 1.02514328e-03 5.76699136e-04 9.96007926e-03
 7.02505546e-03 9.96510362e-03 0.00000000e+00 2.78389385e-03
 4.36363352e-03 5.47303020e-04 8.74858646e-03 5.54028220e-03
 9.97698163e-03 0.00000000e+00 8.81497917e-05]","[0.01181515 0.01452414 0.         0.01767836 0.01749091 0.01516284
 0.         0.01745509 0.01653922 0.01569539 0.01599589 0.
 0.         0.         0.0016296 ]","[0.00660335 0.00188077 0.00534002 0.00997731 0.00179938 0.00986228
 0.         0.00421841 0.00574754 0.00632034 0.00867966 0.00681893
 0.00998058 0.         0.00142936]","[0.         0.02221026 0.         0.01292037 0.02134429 0.0190172
 0.         0.01627388 0.02219272 0.00392461 0.         0.01421548
 0.         0.         0.01828863]","[8.46904243e-03 1.01347294e-02 6.39759437e-03 1.18674065e-02
 1.13079085e-02 1.17906743e-02 0.00000000e+00 3.27756282e-03
 1.08726146e-02 3.19509293e-03 1.12414016e-02 8.81551214e-03
 0.00000000e+00 0.00000000e+00 6.03131805e-06]","[0.         0.0283244  0.         0.         0.00927535 0.0289253
 0.         0.01898732 0.02837191 0.02761048 0.         0.02135656
 0.         0.         0.00097415]","[0.00854553 0.01415993 0.         0.01431669 0.00842991 0.01422091
 0.         0.00868701 0.01405974 0.010215   0.01266997 0.01001759
 0.         0.         0.0002766 ]","[0.         0.01826054 0.         0.         0.02808837 0.02878745
 0.         0.02613159 0.0288528  0.00211404 0.         0.00396705
 0.         0.         0.01381489]"
"[1.14874428e-04 2.15421781e-03 4.58644251e-04 5.27482438e-05
 6.23549952e-03 7.14649259e-03 2.51819815e-04 6.57513720e-04
 1.64552084e-03 5.89842716e-04 5.92691984e-04 3.39154025e-06
 5.34460949e-03 7.14756517e-03 1.79736058e-07]","[0.01158609 0.         0.01245033 0.00665153 0.         0.
 0.0125248  0.01121137 0.01180546 0.01328364 0.01414203 0.00305366
 0.0117112  0.         0.00079669]","[5.89455614e-05 8.79540607e-05 3.37262174e-06 6.83660576e-04
 0.00000000e+00 8.31257289e-03 4.18980566e-04 6.56267140e-03
 3.94226574e-03 8.89582510e-04 5.85711944e-04 5.58456148e-07
 5.91241190e-03 4.36488385e-03 3.50121256e-06]","[0.01542874 0.         0.01756096 0.00388903 0.         0.
 0.         0.         0.01690683 0.01721897 0.00919834 0.00190555
 0.01695119 0.01546739 0.00171768]","[3.22629090e-05 5.73851540e-05 3.67679232e-06 6.84002307e-05
 0.00000000e+00 8.48022946e-03 1.10003152e-03 2.84777760e-03
 3.75353091e-03 8.53766711e-04 8.89412926e-06 3.04720191e-07
 5.07781146e-03 4.54826103e-03 3.24916834e-07]","[0.01217071 0.00211048 0.         0.         0.         0.
 0.00866112 0.01210064 0.01010945 0.01383288 0.00483418 0.00531377
 0.00985818 0.01109058 0.00639198]","[3.51657137e-04 6.55006001e-05 1.04077697e-05 1.29419290e-04
 0.00000000e+00 8.33337513e-03 1.99102764e-03 2.51144482e-03
 3.86046211e-03 2.83203317e-03 1.12179503e-05 3.45016785e-06
 5.34689723e-03 6.50930436e-03 6.19167263e-07]","[1.30101925e-02 0.00000000e+00 1.15430557e-02 9.71220154e-03
 0.00000000e+00 1.39611080e-02 0.00000000e+00 1.28040825e-02
 1.20919609e-02 1.16031472e-02 1.19368548e-02 9.34581596e-04
 1.24450131e-02 0.00000000e+00 1.22364151e-05]","[9.00957611e-04 1.50247742e-03 4.67894985e-03 7.31978231e-06
 0.00000000e+00 8.59454104e-03 7.61602660e-04 0.00000000e+00
 6.03567452e-03 5.79792431e-03 5.86506087e-04 1.99452245e-03
 9.70118239e-03 2.27483460e-03 3.47014429e-05]","[0.01223135 0.         0.         0.         0.         0.02105152
 0.01428729 0.         0.01989098 0.01915625 0.00919829 0.01757697
 0.01590968 0.         0.00581735]","[8.66190299e-06 6.94608183e-03 4.11820074e-03 2.49852657e-04
 0.00000000e+00 1.15387968e-02 0.00000000e+00 0.00000000e+00
 1.12336615e-02 8.88576473e-03 7.84631132e-03 4.17378876e-05
 1.16881715e-02 9.54885164e-03 3.27418906e-04]","[0.         0.         0.         0.00993851 0.         0.
 0.         0.         0.03782727 0.03884061 0.         0.00345422
 0.         0.05648545 0.02074499]"
"[1.73059628e-03 4.94206188e-03 0.00000000e+00 4.96901891e-05
 6.94214621e-03 9.04878742e-03 9.97419403e-03 4.66408894e-03
 0.00000000e+00 7.46200076e-03 7.63721774e-03 8.64012535e-03
 9.74937294e-03 2.12778139e-05 4.79560460e-03]","[0.         0.00957336 0.         0.00580922 0.01374818 0.01363767
 0.01430699 0.00771391 0.         0.01171863 0.01213201 0.
 0.01405922 0.01316148 0.0130261 ]","[4.32439514e-03 3.22838786e-04 0.00000000e+00 3.80867503e-04
 4.00536553e-03 9.50487486e-03 9.92326544e-03 4.36109891e-03
 0.00000000e+00 7.17960843e-03 5.56036590e-03 4.22115293e-03
 9.91855870e-03 7.26907182e-07 8.78535023e-03]","[9.27060182e-03 9.06999054e-04 0.00000000e+00 4.94748787e-03
 7.99079597e-03 1.08954114e-02 3.33921186e-03 3.47155197e-04
 0.00000000e+00 1.18463070e-02 0.00000000e+00 4.65493549e-03
 1.06652880e-02 2.46026370e-03 1.37834039e-05]","[4.39690417e-03 8.69269665e-04 0.00000000e+00 1.28562567e-04
 7.17654505e-03 7.92306466e-03 9.76933015e-03 7.11364757e-03
 0.00000000e+00 8.36745110e-03 5.16595027e-03 9.70933704e-03
 9.92045300e-03 2.07438055e-06 7.05662264e-03]","[0.01236932 0.00518805 0.         0.0139152  0.01091408 0.01338033
 0.01422174 0.00088447 0.         0.01419925 0.         0.
 0.01120722 0.00478738 0.00034141]","[4.48708268e-03 6.32967622e-04 0.00000000e+00 1.97364555e-04
 1.18327484e-03 7.37311765e-03 9.92344905e-03 9.91831460e-04
 0.00000000e+00 9.12840336e-03 5.64580458e-03 5.29038849e-03
 9.92272419e-03 1.47236436e-06 7.87174505e-03]","[0.         0.01481052 0.         0.0048342  0.         0.01062079
 0.01390534 0.00448274 0.         0.02235226 0.         0.01838083
 0.02227629 0.         0.01894898]","[8.40724905e-03 4.20028513e-04 0.00000000e+00 4.58605241e-04
 3.88300159e-03 8.44506083e-03 9.97649376e-03 7.72195881e-03
 0.00000000e+00 8.63448897e-03 7.00891541e-03 4.30941968e-03
 9.97464465e-03 9.55297040e-07 8.97525882e-03]","[0.         0.         0.         0.01764046 0.         0.02191117
 0.01953374 0.0274469  0.         0.         0.         0.025476
 0.02729297 0.00662493 0.02145379]","[6.69759627e-03 3.37804289e-04 0.00000000e+00 9.86735207e-05
 8.41197390e-03 9.01569387e-03 9.86831348e-03 3.75515944e-03
 0.00000000e+00 7.28837047e-03 3.02870353e-03 6.98387725e-03
 9.95941859e-03 7.61785112e-07 6.47411285e-03]","[0.         0.         0.         0.03642363 0.         0.03017227
 0.         0.00874891 0.         0.03267271 0.         0.
 0.04540326 0.         0.05615654]"
"[6.74782190e-03 1.49029461e-05 6.63039586e-05 1.35604880e-03
 9.41351659e-04 1.47634818e-05 5.44257189e-04 2.45936762e-03
 6.74492583e-03 1.22861191e-04 1.19947660e-03 5.21010558e-06
 7.33666278e-03 6.90270217e-03 3.02060101e-05]","[9.44810838e-03 2.08279952e-06 2.46925116e-04 0.00000000e+00
 0.00000000e+00 8.77037309e-03 7.99274703e-03 1.55829719e-03
 7.88515698e-03 3.17506182e-03 7.84013738e-03 5.82460489e-05
 2.80425188e-03 9.57643775e-03 9.64715670e-03]","[8.07575262e-03 1.24718858e-05 5.73752181e-06 0.00000000e+00
 1.27585045e-03 2.34708937e-04 5.97687722e-04 4.23025208e-03
 7.78655479e-03 1.02942116e-03 6.59768941e-03 8.33989601e-05
 8.50097904e-03 7.87475808e-03 4.18379446e-05]","[0.01646018 0.01748055 0.         0.         0.         0.00800501
 0.01766166 0.         0.01467985 0.01636815 0.01620907 0.
 0.01767239 0.01697873 0.01731661]","[5.38804628e-03 3.35011796e-05 0.00000000e+00 0.00000000e+00
 5.72931975e-03 1.38364124e-03 9.35868762e-03 1.36592390e-03
 9.51715753e-03 3.66302646e-04 8.62321323e-03 2.25951867e-03
 9.94446266e-03 9.59763336e-03 3.62246530e-04]","[0.0145633  0.01009624 0.         0.         0.         0.0096476
 0.01110993 0.         0.01765244 0.0065393  0.01087189 0.01197427
 0.         0.01757661 0.01556261]","[7.23562925e-03 6.22349790e-06 6.74744578e-06 0.00000000e+00
 2.86643903e-03 7.73473607e-04 7.63483400e-03 1.73389668e-03
 5.05616309e-03 1.21547936e-04 4.17401605e-03 2.56961155e-05
 8.49042695e-03 7.96399130e-03 1.19378695e-04]","[0.01586266 0.00831264 0.         0.         0.         0.0161006
 0.00419412 0.         0.01769231 0.01475356 0.00798015 0.
 0.01767738 0.01764663 0.01369931]","[8.38367255e-03 1.25256296e-05 0.00000000e+00 0.00000000e+00
 4.20246461e-03 1.03847235e-03 8.27252284e-03 5.28695465e-03
 6.84797765e-03 7.36996288e-04 7.58233954e-03 7.85358672e-04
 9.97519318e-03 9.01154807e-03 1.98859423e-04]","[0.01764019 0.01251196 0.         0.         0.01642986 0.
 0.00716565 0.         0.         0.01589865 0.01715394 0.00923711
 0.01712865 0.01516145 0.01352921]","[6.56801139e-03 1.73631643e-05 0.00000000e+00 0.00000000e+00
 7.10267807e-03 1.54966378e-03 5.57682573e-03 6.30444979e-03
 4.85574001e-03 2.82132104e-04 5.19426702e-03 4.01892789e-04
 9.95988977e-03 9.26325917e-03 6.43728868e-04]","[0.0193905  0.0021918  0.         0.         0.         0.
 0.00898517 0.         0.02913455 0.01509472 0.02748239 0.
 0.         0.00220187 0.00850943]"
"[1.29535344e-04 2.43247821e-03 1.96624280e-04 5.52042114e-03
 5.81862826e-03 1.25862327e-04 7.25161704e-03 1.37627330e-05
 6.83602318e-03 1.29612839e-03 1.44884149e-03 7.15586864e-03
 7.04892931e-03 1.94948372e-04 5.83908534e-03]","[0.0144549  0.         0.         0.0190859  0.01940301 0.0062315
 0.02116713 0.         0.02189587 0.00423568 0.         0.02226095
 0.         0.         0.02065482]","[1.32635658e-04 7.02800532e-04 3.32379039e-04 7.04103592e-03
 2.55086170e-03 7.67526651e-04 6.49990360e-03 7.33648329e-05
 6.85757543e-03 2.76651553e-04 1.47705680e-03 6.54523577e-03
 7.16901776e-03 1.27715637e-03 2.57927122e-03]","[0.         0.02232052 0.         0.00946952 0.0203504  0.0055698
 0.01616789 0.         0.         0.01813135 0.0172117  0.02202288
 0.         0.         0.02200072]","[1.50161501e-04 0.00000000e+00 1.46241315e-05 7.82213048e-03
 5.23466275e-03 3.66414518e-04 7.49414814e-03 3.58657665e-03
 6.18660073e-03 1.12610241e-03 3.71703954e-03 8.15369423e-03
 4.93503248e-03 7.40875067e-04 5.46794444e-03]","[0.         0.         0.01438764 0.01321319 0.         0.00243529
 0.0340639  0.         0.         0.02595986 0.         0.02046758
 0.         0.         0.03812429]","[5.82691398e-05 3.21111048e-04 1.73368792e-05 1.51940732e-03
 2.12564207e-03 1.46831530e-04 6.45083139e-03 7.78116917e-05
 6.27297725e-03 1.88855709e-03 7.24658814e-04 5.72813226e-03
 4.94968252e-03 1.72035494e-05 2.15146686e-03]","[0.         0.         0.         0.         0.         0.02671338
 0.0375539  0.         0.         0.01785656 0.         0.03951478
 0.01403892 0.01517313 0.03612505]","[6.90827653e-03 0.00000000e+00 3.65536955e-05 4.33644532e-03
 5.10316451e-03 1.71075946e-03 8.16108442e-03 9.15647036e-04
 4.88109437e-03 3.94472786e-04 6.01689139e-03 8.50994344e-03
 6.60221060e-03 7.36420222e-05 5.34012700e-03]","[0.         0.         0.         0.01210709 0.         0.00314717
 0.0346353  0.00261148 0.         0.00378037 0.         0.03850046
 0.         0.         0.0266695 ]","[0.00701376 0.         0.         0.00790267 0.00931562 0.00258439
 0.0124394  0.         0.01394059 0.00187686 0.         0.01420336
 0.01228683 0.00123553 0.01052859]","[0.0156954  0.         0.         0.         0.         0.02546339
 0.03933553 0.00149876 0.03855599 0.         0.         0.03739504
 0.         0.         0.03868553]"
"[5.63021545e-03 6.18397566e-03 3.08418787e-05 2.24992450e-05
 1.28280079e-03 5.29899624e-03 6.07342513e-03 2.86087079e-04
 6.46420079e-04 5.68479274e-03 5.01619108e-04 2.58621624e-03
 2.15938307e-03 1.36919930e-05 8.98390763e-05]","[0.00000000e+00 1.18016119e-02 1.48392029e-03 8.58316575e-03
 5.43269831e-03 0.00000000e+00 1.30472131e-05 0.00000000e+00
 1.64572983e-03 1.15464478e-02 2.42111560e-04 1.12781681e-02
 2.98221802e-04 5.69588317e-04 5.32338094e-03]","[3.74272073e-03 4.45533249e-03 3.23360117e-04 1.67044833e-05
 4.15807194e-04 1.12399025e-03 5.66117971e-03 5.25415093e-04
 5.71731684e-03 7.20108168e-03 1.66355749e-04 9.97201781e-04
 6.01924818e-03 1.01627096e-05 2.56995327e-05]","[0.00000000e+00 1.18610732e-02 5.53675838e-03 8.01670223e-03
 0.00000000e+00 8.65840299e-03 9.43066324e-03 0.00000000e+00
 7.47819964e-03 1.17557397e-02 5.89173658e-03 1.18264310e-02
 9.42309667e-03 8.50502777e-06 1.10402627e-02]","[4.97937155e-03 4.19994433e-03 3.13358557e-05 9.20801047e-06
 5.90235406e-04 5.21995368e-04 6.55111763e-03 1.00867862e-04
 1.63781121e-03 7.20346699e-03 3.29503117e-04 8.79648184e-04
 2.18379398e-03 5.59966173e-06 3.73631676e-05]","[0.01723528 0.         0.00101967 0.00253739 0.00412458 0.01696282
 0.         0.         0.00925176 0.         0.         0.01719115
 0.01404188 0.01389745 0.01756313]","[5.14372382e-03 5.42556976e-03 1.94121261e-05 3.16047519e-06
 3.19722059e-03 1.87553606e-03 7.14292517e-03 5.58649978e-04
 5.22741785e-04 7.22531462e-03 3.64029543e-04 1.64300432e-03
 1.52355702e-03 1.92143597e-06 3.17067620e-04]","[0.00000000e+00 1.18584292e-02 1.08873745e-03 5.92021188e-03
 7.78365353e-03 4.64451620e-03 0.00000000e+00 3.35494633e-03
 1.13177867e-02 1.14469595e-02 0.00000000e+00 8.42044813e-03
 1.17127180e-02 9.98814377e-06 1.08780563e-02]","[5.04375255e-03 3.55239043e-03 5.18203213e-04 5.72508760e-06
 6.77953800e-03 4.25946023e-03 7.24526626e-03 4.24765615e-04
 5.96975222e-03 7.14082955e-03 3.42480068e-04 6.39778074e-04
 6.47833242e-03 3.48092173e-06 3.03661677e-03]","[0.00000000e+00 2.23595450e-02 3.93867601e-03 7.37999991e-05
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 9.52572075e-03 2.09910069e-02 2.59417201e-03 1.73380977e-02
 2.03459300e-02 0.00000000e+00 2.18079891e-02]","[0.00000000e+00 7.92351230e-03 1.49314507e-04 3.00913069e-05
 3.32276009e-03 8.14583124e-03 8.28923557e-03 3.93610950e-03
 1.09359544e-03 8.25768735e-03 4.86527780e-03 6.15824056e-03
 5.08191418e-03 1.96821231e-04 1.85532409e-03]","[0.         0.         0.05616495 0.00217922 0.         0.
 0.         0.         0.02322081 0.05345887 0.         0.05637654
 0.04356667 0.         0.        ]"
"[7.95040768e-03 8.33330801e-03 4.06794396e-04 1.71714508e-05
 8.10988152e-03 0.00000000e+00 5.85624562e-03 3.86750795e-03
 7.17721773e-03 5.58845269e-05 3.85260873e-04 5.20960017e-05
 1.26583947e-03 2.40448925e-03 7.93811685e-03]","[0.01239758 0.01432381 0.01378394 0.00947644 0.         0.
 0.01348851 0.01262941 0.         0.01235723 0.00052268 0.
 0.01413336 0.01043243 0.0119448 ]","[8.41731252e-03 8.50711123e-03 7.63831121e-04 2.86192751e-05
 7.39760248e-03 0.00000000e+00 1.85974589e-03 6.08032577e-03
 8.03385033e-03 2.90768058e-05 2.23448334e-04 3.18233180e-04
 7.47872954e-03 3.71185123e-03 8.15840237e-03]","[0.00741752 0.02234415 0.02221884 0.00343103 0.         0.
 0.01676261 0.         0.0153559  0.02164565 0.01747141 0.
 0.02235095 0.         0.        ]","[0.00747184 0.00996774 0.00163413 0.00015912 0.00945157 0.
 0.00752002 0.00710049 0.         0.00090943 0.0002221  0.00406189
 0.00560567 0.00093472 0.00964702]","[0.         0.03924889 0.02473558 0.00034649 0.         0.
 0.         0.         0.         0.02273916 0.         0.00294803
 0.01913392 0.         0.03823124]","[8.28632183e-03 8.46839648e-03 1.49238837e-03 5.29530132e-05
 5.93576036e-03 0.00000000e+00 2.35841769e-03 8.15156866e-03
 8.28554290e-03 3.91401978e-05 2.52065800e-05 1.33986808e-04
 3.60273578e-03 5.32110093e-03 8.31749912e-03]","[0.         0.03945002 0.         0.00378127 0.03911752 0.
 0.03903668 0.         0.         0.02776684 0.         0.01975464
 0.03551182 0.         0.        ]","[8.12665630e-03 9.80636259e-03 4.00698166e-03 1.26954707e-03
 8.12802650e-03 0.00000000e+00 8.59657203e-03 9.71331157e-03
 0.00000000e+00 3.03304926e-03 4.02694455e-05 6.29302908e-03
 6.52148464e-03 9.24804679e-05 9.88327959e-03]","[0.0272347  0.03919431 0.         0.         0.         0.
 0.         0.02859407 0.         0.02921001 0.01697631 0.
 0.0322575  0.         0.03917189]","[0.01388253 0.01432597 0.00977318 0.00162388 0.         0.
 0.01364488 0.         0.         0.00873327 0.01250299 0.01224405
 0.00043754 0.01219991 0.01427847]","[0.         0.07486053 0.         0.00976083 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.3160488 ]"
"[6.68967072e-04 2.99474498e-04 7.23156816e-03 1.73115728e-03
 8.82043138e-05 4.86153205e-04 2.45957048e-06 3.81983152e-04
 3.42046431e-05 7.34043801e-03 1.05589194e-05 7.29060053e-03
 1.13268624e-06 7.87175284e-04 1.64490184e-04]","[1.18910477e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00
 8.51707956e-03 5.85427958e-03 8.87761987e-03 1.28851864e-02
 1.26495139e-02 1.43469093e-02 4.33811969e-03 1.43544473e-02
 6.21224830e-03 0.00000000e+00 5.45502188e-05]","[1.57690669e-03 1.25624337e-03 7.00779389e-03 6.05995369e-04
 1.39334699e-04 2.66823728e-03 4.41826348e-06 3.44025668e-03
 6.88419254e-05 7.32809431e-03 2.87399783e-05 7.33133281e-03
 3.62714965e-07 2.48383666e-04 2.58267227e-04]","[0.01422013 0.         0.         0.         0.00241969 0.00486322
 0.00941299 0.         0.00716504 0.01431928 0.01003364 0.01427585
 0.00810769 0.01362083 0.00791619]","[6.63273242e-04 1.61659013e-04 5.70465218e-03 6.70115990e-04
 1.01441034e-04 2.41842609e-03 3.26638589e-06 4.56527786e-04
 3.16489688e-05 7.32839555e-03 1.04605974e-05 7.24554048e-03
 6.02747883e-08 2.76226473e-04 1.88879631e-04]","[0.01439266 0.         0.01673443 0.         0.00511085 0.
 0.00918689 0.         0.00653463 0.0170983  0.01196463 0.01564118
 0.00014384 0.         0.00428381]","[1.83997569e-03 6.08261614e-05 7.17493966e-03 1.66203954e-03
 6.02360104e-05 5.41766343e-04 3.87220685e-06 1.75462672e-03
 3.99395659e-05 7.29456083e-03 3.51059054e-05 7.08773624e-03
 7.43189046e-07 7.50699060e-04 1.12712677e-04]","[5.55711207e-03 4.24658194e-03 0.00000000e+00 0.00000000e+00
 9.22625573e-03 3.72020816e-04 5.69529179e-03 9.57808361e-03
 2.67266438e-03 9.98256004e-03 3.50318816e-04 9.83626090e-03
 6.56832262e-05 4.21823664e-04 4.22351089e-04]","[6.84292888e-03 8.39513592e-05 7.27668509e-03 3.17947401e-03
 3.25260300e-04 1.34354273e-03 1.21688341e-06 1.23878778e-03
 2.71598302e-05 7.33963973e-03 1.20830624e-03 7.15657250e-03
 1.92749593e-06 1.68255548e-03 5.89901355e-04]","[0.01931951 0.         0.         0.         0.01568862 0.
 0.01950283 0.         0.00947001 0.0213514  0.02131608 0.01976178
 0.00095647 0.         0.01077852]","[8.98969859e-06 5.64305503e-03 0.00000000e+00 1.87223585e-03
 1.54211420e-03 6.12445332e-03 3.22880371e-05 2.35978001e-03
 2.12332914e-04 8.50858834e-03 1.46064228e-04 8.43531309e-03
 4.24717577e-07 1.29494981e-03 1.46152398e-03]","[0.01714723 0.01814899 0.         0.         0.01753775 0.
 0.0136902  0.         0.00061279 0.02144825 0.00720738 0.
 0.01259448 0.         0.01623401]"
